statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;3_variable_code;3_variable_label;3_variable_attribute_code;3_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;MONAT;Monate;MONAT12;Dezember;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-06;Gesundheit;95,8;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;MONAT;Monate;MONAT02;Februar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-07;Verkehr;114,5;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;MONAT;Monate;MONAT09;September;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-03;Bekleidung und Schuhe;102,9;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2024;MONAT;Monate;MONAT12;Dezember;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-11;Gaststätten- und Beherbergungsdienstleistungen;128,3;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;MONAT;Monate;MONAT06;Juni;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-06;Gesundheit;98,6;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2023;MONAT;Monate;MONAT05;Mai;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-11;Gaststätten- und Beherbergungsdienstleistungen;119,2;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2025;MONAT;Monate;MONAT06;Juni;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-04;Wohnung, Wasser, Strom, Gas und andere Brennstoffe;117,4;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;MONAT;Monate;MONAT08;August;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-01;Nahrungsmittel und alkoholfreie Getränke;118,9;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2017;MONAT;Monate;MONAT09;September;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-03;Bekleidung und Schuhe;102,4;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;MONAT;Monate;MONAT05;Mai;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-11;Gaststätten- und Beherbergungsdienstleistungen;101,6;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;MONAT;Monate;MONAT02;Februar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-03;Bekleidung und Schuhe;95,3;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2023;MONAT;Monate;MONAT06;Juni;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-08;Post und Telekommunikation;99,9;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2017;MONAT;Monate;MONAT02;Februar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-07;Verkehr;97,7;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2023;MONAT;Monate;MONAT03;März;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-07;Verkehr;122,6;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;MONAT;Monate;MONAT03;März;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-07;Verkehr;122,2;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;MONAT;Monate;MONAT03;März;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-07;Verkehr;101,2;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;MONAT;Monate;MONAT09;September;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-07;Verkehr;102,4;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2023;MONAT;Monate;MONAT10;Oktober;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-07;Verkehr;125,3;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;MONAT;Monate;MONAT01;Januar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-10;Bildungswesen;98,5;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2023;MONAT;Monate;MONAT11;November;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-11;Gaststätten- und Beherbergungsdienstleistungen;121,0;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2018;MONAT;Monate;MONAT01;Januar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-10;Bildungswesen;101,3;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2025;MONAT;Monate;MONAT10;Oktober;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-07;Verkehr;128,1;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2023;MONAT;Monate;MONAT04;April;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-11;Gaststätten- und Beherbergungsdienstleistungen;118,3;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;MONAT;Monate;MONAT12;Dezember;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-04;Wohnung, Wasser, Strom, Gas und andere Brennstoffe;100,1;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;MONAT;Monate;MONAT04;April;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-11;Gaststätten- und Beherbergungsdienstleistungen;99,7;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2024;MONAT;Monate;MONAT05;Mai;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-04;Wohnung, Wasser, Strom, Gas und andere Brennstoffe;115,9;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2025;MONAT;Monate;MONAT05;Mai;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-04;Wohnung, Wasser, Strom, Gas und andere Brennstoffe;117,3;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;MONAT;Monate;MONAT12;Dezember;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-04;Wohnung, Wasser, Strom, Gas und andere Brennstoffe;110,4;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;MONAT;Monate;MONAT01;Januar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-12;Andere Waren und Dienstleistungen;102,1;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2017;MONAT;Monate;MONAT10;Oktober;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-09;Freizeit, Unterhaltung und Kultur;99,6;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2017;MONAT;Monate;MONAT12;Dezember;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-02;Alkoholische Getränke und Tabakwaren;93,9;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;MONAT;Monate;MONAT09;September;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-03;Bekleidung und Schuhe;104,7;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;MONAT;Monate;MONAT02;Februar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-05;Möbel, Leuchten, Geräte u.a. Haushaltszubehör;102,1;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;MONAT;Monate;MONAT12;Dezember;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-04;Wohnung, Wasser, Strom, Gas und andere Brennstoffe;94,0;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;MONAT;Monate;MONAT09;September;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-05;Möbel, Leuchten, Geräte u.a. Haushaltszubehör;99,3;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;MONAT;Monate;MONAT09;September;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-05;Möbel, Leuchten, Geräte u.a. Haushaltszubehör;97,8;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2025;MONAT;Monate;MONAT01;Januar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-01;Nahrungsmittel und alkoholfreie Getränke;134,2;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2018;MONAT;Monate;MONAT02;Februar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-05;Möbel, Leuchten, Geräte u.a. Haushaltszubehör;98,8;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;MONAT;Monate;MONAT06;Juni;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-08;Post und Telekommunikation;101,1;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;MONAT;Monate;MONAT01;Januar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-01;Nahrungsmittel und alkoholfreie Getränke;99,7;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;MONAT;Monate;MONAT08;August;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-01;Nahrungsmittel und alkoholfreie Getränke;98,7;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;MONAT;Monate;MONAT04;April;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-11;Gaststätten- und Beherbergungsdienstleistungen;91,1;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;MONAT;Monate;MONAT08;August;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-10;Bildungswesen;103,6;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;MONAT;Monate;MONAT04;April;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-11;Gaststätten- und Beherbergungsdienstleistungen;89,2;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2026;MONAT;Monate;MONAT02;Februar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-05;Möbel, Leuchten, Geräte u.a. Haushaltszubehör;118,0;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2025;MONAT;Monate;MONAT08;August;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-10;Bildungswesen;118,7;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;MONAT;Monate;MONAT03;März;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-09;Freizeit, Unterhaltung und Kultur;96,5;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2023;MONAT;Monate;MONAT08;August;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-12;Andere Waren und Dienstleistungen;114,2;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2024;MONAT;Monate;MONAT08;August;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-12;Andere Waren und Dienstleistungen;121,3;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2026;MONAT;Monate;MONAT01;Januar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-12;Andere Waren und Dienstleistungen;130,2;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2018;MONAT;Monate;MONAT11;November;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-11;Gaststätten- und Beherbergungsdienstleistungen;95,9;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2023;MONAT;Monate;MONAT01;Januar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-10;Bildungswesen;107,7;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;MONAT;Monate;MONAT11;November;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-11;Gaststätten- und Beherbergungsdienstleistungen;98,6;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;MONAT;Monate;MONAT02;Februar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-05;Möbel, Leuchten, Geräte u.a. Haushaltszubehör;100,4;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2017;MONAT;Monate;MONAT08;August;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-01;Nahrungsmittel und alkoholfreie Getränke;94,0;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;MONAT;Monate;MONAT01;Januar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-12;Andere Waren und Dienstleistungen;103,8;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;MONAT;Monate;MONAT11;November;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-11;Gaststätten- und Beherbergungsdienstleistungen;91,8;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2018;MONAT;Monate;MONAT12;Dezember;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-04;Wohnung, Wasser, Strom, Gas und andere Brennstoffe;97,8;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;MONAT;Monate;MONAT08;August;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-12;Andere Waren und Dienstleistungen;104,3;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2023;MONAT;Monate;MONAT09;September;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-05;Möbel, Leuchten, Geräte u.a. Haushaltszubehör;118,4;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2018;MONAT;Monate;MONAT01;Januar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-01;Nahrungsmittel und alkoholfreie Getränke;96,7;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;MONAT;Monate;MONAT05;Mai;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-04;Wohnung, Wasser, Strom, Gas und andere Brennstoffe;94,6;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2017;MONAT;Monate;MONAT01;Januar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-12;Andere Waren und Dienstleistungen;93,8;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;MONAT;Monate;MONAT02;Februar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-05;Möbel, Leuchten, Geräte u.a. Haushaltszubehör;99,5;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;MONAT;Monate;MONAT06;Juni;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-06;Gesundheit;100,6;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;MONAT;Monate;MONAT09;September;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-05;Möbel, Leuchten, Geräte u.a. Haushaltszubehör;97,5;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;MONAT;Monate;MONAT03;März;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-09;Freizeit, Unterhaltung und Kultur;101,3;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;MONAT;Monate;MONAT08;August;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-12;Andere Waren und Dienstleistungen;94,2;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2024;MONAT;Monate;MONAT10;Oktober;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-09;Freizeit, Unterhaltung und Kultur;117,8;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2024;MONAT;Monate;MONAT03;März;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-09;Freizeit, Unterhaltung und Kultur;114,7;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;MONAT;Monate;MONAT08;August;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-12;Andere Waren und Dienstleistungen;97,8;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;MONAT;Monate;MONAT01;Januar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-12;Andere Waren und Dienstleistungen;96,4;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2018;MONAT;Monate;MONAT06;Juni;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-08;Post und Telekommunikation;102,9;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;MONAT;Monate;MONAT12;Dezember;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-02;Alkoholische Getränke und Tabakwaren;103,8;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;MONAT;Monate;MONAT06;Juni;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-08;Post und Telekommunikation;106,5;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2024;MONAT;Monate;MONAT12;Dezember;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-02;Alkoholische Getränke und Tabakwaren;124,7;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;MONAT;Monate;MONAT01;Januar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-01;Nahrungsmittel und alkoholfreie Getränke;91,3;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2023;MONAT;Monate;MONAT05;Mai;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-02;Alkoholische Getränke und Tabakwaren;116,8;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;MONAT;Monate;MONAT08;August;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-01;Nahrungsmittel und alkoholfreie Getränke;90,6;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;MONAT;Monate;MONAT10;Oktober;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-09;Freizeit, Unterhaltung und Kultur;109,8;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;MONAT;Monate;MONAT01;Januar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-01;Nahrungsmittel und alkoholfreie Getränke;90,8;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;MONAT;Monate;MONAT10;Oktober;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-09;Freizeit, Unterhaltung und Kultur;104,5;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2021;MONAT;Monate;MONAT05;Mai;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-02;Alkoholische Getränke und Tabakwaren;104,2;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2022;MONAT;Monate;MONAT02;Februar;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-02;Alkoholische Getränke und Tabakwaren;105,2;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2015;MONAT;Monate;MONAT10;Oktober;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-09;Freizeit, Unterhaltung und Kultur;98,5;2020=100;PREIS1;Verbraucherpreisindex
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2016;MONAT;Monate;MONAT11;November;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A2;Verwendungszwecke des Individualkonsums, 2-Steller;CC13-12;Andere Waren und Dienstleistungen;94,8;2020=100;PREIS1;Verbraucherpreisindex
