statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;3_variable_code;3_variable_label;3_variable_attribute_code;3_variable_attribute_label;4_variable_code;4_variable_label;4_variable_attribute_code;4_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;BERST1;Stellung im Beruf;STBERUF03;Beamte;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-3;Bau, Architektur, Vermessung und Gebäudetechnik;23;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;BERST1;Stellung im Beruf;STBERUF02;Mithelfende Familienangehörige;KB10A1;Berufsbereiche (KB2010), 1-Steller;;Insgesamt;126;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;BERST1;Stellung im Beruf;STBERUF051;Arbeiter und Angestellte;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-8;Gesundheit, Soziales, Lehre und Erziehung;6867;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;BERST1;Stellung im Beruf;STBERUF07;Auszubildende;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-5;Verkehr, Logistik, Schutz und Sicherheit;64;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;BERST1;Stellung im Beruf;STBERUF012;Selbstständige mit Beschäftigten;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-7;Unternehmensorg., Buchhaltung, Recht, Verwaltung;104;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;BERST1;Stellung im Beruf;STBERUF03;Beamte;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-4;Naturwissenschaft, Geografie und Informatik;7;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;BERST1;Stellung im Beruf;STBERUF011;Selbstständige ohne Beschäftigte;KB10A1;Berufsbereiche (KB2010), 1-Steller;;Insgesamt;733;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;BERST1;Stellung im Beruf;STBERUF012;Selbstständige mit Beschäftigten;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-2;Rohstoffgewinnung, Produktion und Fertigung;218;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;BERST1;Stellung im Beruf;;Insgesamt;KB10A1;Berufsbereiche (KB2010), 1-Steller;;Insgesamt;20017;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;BERST1;Stellung im Beruf;STBERUF011;Selbstständige ohne Beschäftigte;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-6;Kaufm. DL, Warenhandel, Vertrieb, Hotel, Tourismus;211;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;BERST1;Stellung im Beruf;STBERUF011;Selbstständige ohne Beschäftigte;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-3;Bau, Architektur, Vermessung und Gebäudetechnik;12;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;BERST1;Stellung im Beruf;;Insgesamt;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-8;Gesundheit, Soziales, Lehre und Erziehung;6836;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;BERST1;Stellung im Beruf;;Insgesamt;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-0;Militär;168;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;BERST1;Stellung im Beruf;STBERUF012;Selbstständige mit Beschäftigten;KB10A1;Berufsbereiche (KB2010), 1-Steller;;Insgesamt;1761;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;BERST1;Stellung im Beruf;;Insgesamt;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-0;Militär;23;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;BERST1;Stellung im Beruf;;Insgesamt;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-8;Gesundheit, Soziales, Lehre und Erziehung;8975;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;BERST1;Stellung im Beruf;STBERUF011;Selbstständige ohne Beschäftigte;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-7;Unternehmensorg., Buchhaltung, Recht, Verwaltung;158;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;BERST1;Stellung im Beruf;;Insgesamt;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-4;Naturwissenschaft, Geografie und Informatik;1610;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;BERST1;Stellung im Beruf;STBERUF03;Beamte;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-2;Rohstoffgewinnung, Produktion und Fertigung;43;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;BERST1;Stellung im Beruf;STBERUF03;Beamte;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-7;Unternehmensorg., Buchhaltung, Recht, Verwaltung;236;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;BERST1;Stellung im Beruf;STBERUF07;Auszubildende;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-5;Verkehr, Logistik, Schutz und Sicherheit;18;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;BERST1;Stellung im Beruf;STBERUF012;Selbstständige mit Beschäftigten;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-3;Bau, Architektur, Vermessung und Gebäudetechnik;177;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;BERST1;Stellung im Beruf;STBERUF051;Arbeiter und Angestellte;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-9;Sprache, Literatur, Wirtschaft, Medien, Kunst etc.;424;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;BERST1;Stellung im Beruf;STBERUF07;Auszubildende;KB10A1;Berufsbereiche (KB2010), 1-Steller;;Insgesamt;856;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;BERST1;Stellung im Beruf;STBERUF07;Auszubildende;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-4;Naturwissenschaft, Geografie und Informatik;95;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;BERST1;Stellung im Beruf;STBERUF051;Arbeiter und Angestellte;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-1;Land-, Forst- und Tierwirtschaft und Gartenbau;376;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;BERST1;Stellung im Beruf;STBERUF02;Mithelfende Familienangehörige;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-3;Bau, Architektur, Vermessung und Gebäudetechnik;/;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;BERST1;Stellung im Beruf;STBERUF012;Selbstständige mit Beschäftigten;KB10A1;Berufsbereiche (KB2010), 1-Steller;;Insgesamt;451;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;BERST1;Stellung im Beruf;STBERUF012;Selbstständige mit Beschäftigten;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-0;Militär;/;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;BERST1;Stellung im Beruf;STBERUF07;Auszubildende;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-0;Militär;/;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;BERST1;Stellung im Beruf;STBERUF02;Mithelfende Familienangehörige;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-6;Kaufm. DL, Warenhandel, Vertrieb, Hotel, Tourismus;9;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;BERST1;Stellung im Beruf;STBERUF051;Arbeiter und Angestellte;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-2;Rohstoffgewinnung, Produktion und Fertigung;1400;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;BERST1;Stellung im Beruf;STBERUF051;Arbeiter und Angestellte;KB10A1;Berufsbereiche (KB2010), 1-Steller;;Insgesamt;18309;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;BERST1;Stellung im Beruf;STBERUF012;Selbstständige mit Beschäftigten;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-5;Verkehr, Logistik, Schutz und Sicherheit;67;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
12211;Mikrozensus;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;BERST1;Stellung im Beruf;STBERUF03;Beamte;KB10A1;Berufsbereiche (KB2010), 1-Steller;KB10-3;Bau, Architektur, Vermessung und Gebäudetechnik;7;1000;ERW041;Erwerbstätige aus Hauptwohnsitzhaushalten
